Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
,Total,11,,2225,202.3,255,652,0.391,48,183,0.262,132,184,0.717,690,62.73,142,258,400,36.4,204,139,232,112,11
,Opponents,11,,2225,202.3,284,664,0.428,61,204,0.299,125,183,0.683,754,68.55,138,271,409,37.2,185,172,212,108,33
