Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
,Total,29,,5800,200.0,631,1697,0.372,133,473,0.281,286,442,0.647,1681,57.97,390,692,1082,37.3,546,299,529,261,84
,Opponents,29,,5800,200.0,612,1589,0.385,143,545,0.262,379,529,0.716,1746,60.21,317,730,1047,36.1,457,334,543,246,71
