Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
,Total,29,,5825,200.9,653,1651,0.396,219,640,0.342,329,471,0.699,1854,63.93,301,728,1029,35.5,527,336,523,231,106
,Opponents,29,,5825,200.9,759,1837,0.413,181,538,0.336,353,531,0.665,2052,70.76,427,741,1168,40.3,442,419,442,253,121
