Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
,Total,30,,6025,200.8,601,1672,0.359,209,670,0.312,366,522,0.701,1777,59.23,297,726,1023,34.1,479,302,471,190,141
,Opponents,30,,6025,200.8,713,1785,0.399,175,537,0.326,315,461,0.683,1916,63.87,397,831,1228,40.9,555,388,476,225,99
