Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
,Total,31,,6200,200.0,680,1687,0.403,137,421,0.325,316,441,0.717,1813,58.48,280,769,1049,33.8,464,471,417,185,87
,Opponents,31,,6200,200.0,691,1733,0.399,155,502,0.309,283,420,0.674,1820,58.71,319,783,1102,35.5,463,355,433,192,83
