Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
,Total,31,,6275,202.4,751,2095,0.358,136,540,0.252,401,593,0.676,2039,65.77,526,577,1103,35.6,670,363,574,472,84
,Opponents,31,,6275,202.4,692,1543,0.448,169,496,0.341,469,632,0.742,2022,65.23,298,814,1112,35.9,578,461,870,259,126
