Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
25,Ashlee Kelly,1,1.0,31,31.0,8,10,0.8,0,0,0.0,8,9,0.889,24,24.0,8,6,14,14.0,3,2,4,2,0
14,Sara Esidore,1,1.0,37,37.0,9,19,0.474,0,4,0.0,1,1,1.0,19,19.0,3,2,5,5.0,2,3,2,2,0
05,Katie Keilty,1,1.0,34,34.0,5,14,0.357,2,4,0.5,3,7,0.429,15,15.0,3,4,7,7.0,3,1,1,2,0
20,Megan Rooney,1,0.0,23,23.0,5,9,0.556,0,0,0.0,4,4,1.0,14,14.0,1,1,2,2.0,3,2,3,1,0
15,Shrita Smith,1,1.0,10,10.0,0,2,0.0,0,0,0.0,2,4,0.5,2,2.0,0,3,3,3.0,4,1,1,0,1
44,Tara Mccaig,1,0.0,6,6.0,1,2,0.5,0,0,0.0,0,0,0.0,2,2.0,0,1,1,1.0,2,0,1,0,0
03,Helen Ridley,1,0.0,3,3.0,1,1,1.0,0,0,0.0,0,0,0.0,2,2.0,0,1,1,1.0,0,0,1,0,0
32,Megan Smith,1,0.0,9,9.0,1,2,0.5,0,0,0.0,0,0,0.0,2,2.0,1,1,2,2.0,2,0,1,0,0
10,Kara Cassidy,1,1.0,25,25.0,0,2,0.0,0,2,0.0,0,0,0.0,0,0.0,0,0,0,0.0,1,6,2,2,0
23,Kim Fitzpatrick,1,0.0,15,15.0,0,2,0.0,0,1,0.0,0,0,0.0,0,0.0,0,0,0,0.0,1,4,4,1,0
12,Kasi Perrincarpenter,1,0.0,7,7.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,1,1,1.0,1,1,2,0,0
