Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
,Total,1,,200,200.0,28,45,0.622,4,7,0.571,22,29,0.759,82,82.0,6,25,31,31.0,10,15,28,9,3
,Opponents,1,,200,200.0,31,61,0.508,6,17,0.353,6,9,0.667,74,74.0,8,16,24,24.0,23,17,24,18,0
